PlayerID,TeamID,Team,TeamLogo,Number,Name,Position,Age,Nationality,Market Value,Image,League,Country,Scor
real_madrid_thibaut_courtois,real_madrid,Real Madrid,real_madrid.png,1,Thibaut Courtois,Goalkeeper,"May 11, 1992 (32)",Belgium,€25.00m,real_madrid_thibaut_courtois.jpg,La Liga,Spania,
real_madrid_andriy_lunin,real_madrid,Real Madrid,real_madrid.png,13,Andriy Lunin,Goalkeeper,"Feb 11, 1999 (26)",Ukraine,€20.00m,real_madrid_andriy_lunin.jpg,La Liga,Spania,
real_madrid_fran_gonzalez,real_madrid,Real Madrid,real_madrid.png,26,Fran Gonzalez,Goalkeeper,"Jun 24, 2005 (19)",Spain,€400k,real_madrid_fran_gonzalez.jpg,La Liga,Spania,
real_madrid_eder_militao,real_madrid,Real Madrid,real_madrid.png,3,Eder Militao,Centre-Back,"Jan 18, 1998 (27)",Brazil,€40.00m,real_madrid_eder_militao.jpg,La Liga,Spania,
real_madrid_raul_asencio,real_madrid,Real Madrid,real_madrid.png,35,Raul Asencio,Centre-Back,"Feb 13, 2003 (22)",Spain,€30.00m,real_madrid_raul_asencio.jpg,La Liga,Spania,
real_madrid_antonio_rudiger,real_madrid,Real Madrid,real_madrid.png,22,Antonio Rudiger,Centre-Back,"Mar 3, 1993 (32)",Germany,€24.00m,real_madrid_antonio_rudiger.jpg,La Liga,Spania,
real_madrid_david_alaba,real_madrid,Real Madrid,real_madrid.png,4,David Alaba,Centre-Back,"Jun 24, 1992 (32)",Austria,€10.00m,real_madrid_david_alaba.jpeg,La Liga,Spania,
real_madrid_jesus_vallejo,real_madrid,Real Madrid,real_madrid.png,18,Jesus Vallejo,Centre-Back,"Jan 5, 1997 (28)",Spain,€1.00m,real_madrid_jesus_vallejo.jpg,La Liga,Spania,
real_madrid_ferland_mendy,real_madrid,Real Madrid,real_madrid.png,23,Ferland Mendy,Left-Back,"Jun 8, 1995 (29)",France,€18.00m,real_madrid_ferland_mendy.jpg,La Liga,Spania,
real_madrid_fran_garcia,real_madrid,Real Madrid,real_madrid.png,20,Fran Garcia,Left-Back,"Aug 14, 1999 (25)",Spain,€15.00m,real_madrid_fran_garcia.jpg,La Liga,Spania,
real_madrid_daniel_carvajal,real_madrid,Real Madrid,real_madrid.png,2,Daniel Carvajal,Right-Back,"Jan 11, 1992 (33)",Spain,€10.00m,real_madrid_daniel_carvajal.jpg,La Liga,Spania,
real_madrid_lucas_vazquez,real_madrid,Real Madrid,real_madrid.png,17,Lucas Vazquez,Right-Back,"Jul 1, 1991 (33)",Spain,€3.50m,real_madrid_lucas_vazquez.jpg,La Liga,Spania,
real_madrid_aurelien_tchouameni,real_madrid,Real Madrid,real_madrid.png,14,Aurelien Tchouameni,Defensive Midfield,"Jan 27, 2000 (25)",France,€80.00m,real_madrid_aurelien_tchouameni.jpg,La Liga,Spania,
real_madrid_federico_valverde,real_madrid,Real Madrid,real_madrid.png,8,Federico Valverde,Central Midfield,"Jul 22, 1998 (26)",Uruguay,€130.00m,real_madrid_federico_valverde.jpg,La Liga,Spania,
real_madrid_eduardo_camavinga,real_madrid,Real Madrid,real_madrid.png,6,Eduardo Camavinga,Central Midfield,"Nov 10, 2002 (22)",France,€70.00m,real_madrid_eduardo_camavinga.jpg,La Liga,Spania,
real_madrid_dani_ceballos,real_madrid,Real Madrid,real_madrid.png,19,Dani Ceballos,Central Midfield,"Aug 7, 1996 (28)",Spain,€10.00m,real_madrid_dani_ceballos.jpg,La Liga,Spania,
real_madrid_luka_modric,real_madrid,Real Madrid,real_madrid.png,10,Luka Modric,Central Midfield,"Sep 9, 1985 (39)",Croatia,€5.00m,real_madrid_luka_modric.jpg,La Liga,Spania,
real_madrid_jude_bellingham,real_madrid,Real Madrid,real_madrid.png,5,Jude Bellingham,Attacking Midfield,"Jun 29, 2003 (21)",England,€180.00m,real_madrid_jude_bellingham.jpg,La Liga,Spania,
real_madrid_vinicius_junior,real_madrid,Real Madrid,real_madrid.png,7,Vinicius Junior,Left Winger,"Jul 12, 2000 (24)",Brazil,€200.00m,real_madrid_vinicius_junior.jpg,La Liga,Spania,
real_madrid_rodrygo,real_madrid,Real Madrid,real_madrid.png,11,Rodrygo,Right Winger,"Jan 9, 2001 (24)",Brazil,€100.00m,real_madrid_rodrygo.jpg,La Liga,Spania,
real_madrid_arda_guler,real_madrid,Real Madrid,real_madrid.png,15,Arda Guler,Right Winger,"Feb 25, 2005 (20)",Türkiye,€45.00m,real_madrid_arda_guler.jpg,La Liga,Spania,
real_madrid_brahim_diaz,real_madrid,Real Madrid,real_madrid.png,21,Brahim Diaz,Right Winger,"Aug 3, 1999 (25)",Morocco,€45.00m,real_madrid_brahim_diaz.jpg,La Liga,Spania,
real_madrid_kylian_mbappe,real_madrid,Real Madrid,real_madrid.png,9,Kylian Mbappe,Centre-Forward,"Dec 20, 1998 (26)",France,€170.00m,real_madrid_kylian_mbappe.jpg,La Liga,Spania,
real_madrid_endrick,real_madrid,Real Madrid,real_madrid.png,16,Endrick,Centre-Forward,"Jul 21, 2006 (18)",Brazil,€40.00m,real_madrid_endrick.jpg,La Liga,Spania,
barcelona_marc-andre_ter_stegen,barcelona,Barcelona,barcelona.png,1,Marc-Andre ter Stegen,Goalkeeper,"Apr 30, 1992 (32)",Germany,€15.00m,barcelona_marc-andre_ter_stegen.jpg,La Liga,Spania,
barcelona_inaki_pena,barcelona,Barcelona,barcelona.png,13,Inaki Pena,Goalkeeper,"Mar 2, 1999 (26)",Spain,€10.00m,barcelona_inaki_pena.jpg,La Liga,Spania,
barcelona_wojciech_szczesny,barcelona,Barcelona,barcelona.png,25,Wojciech Szczesny,Goalkeeper,"Apr 18, 1990 (35)",Poland,€1.00m,barcelona_wojciech_szczesny.jpg,La Liga,Spania,
barcelona_pau_cubarsi,barcelona,Barcelona,barcelona.png,2,Pau Cubarsi,Centre-Back,"Jan 22, 2007 (18)",Spain,€70.00m,barcelona_pau_cubarsi.jpg,La Liga,Spania,
barcelona_ronald_araujo,barcelona,Barcelona,barcelona.png,4,Ronald Araujo,Centre-Back,"Mar 7, 1999 (26)",Uruguay,€50.00m,barcelona_ronald_araujo.jpg,La Liga,Spania,
barcelona_andreas_christensen,barcelona,Barcelona,barcelona.png,15,Andreas Christensen,Centre-Back,"Apr 10, 1996 (29)",Denmark,€15.00m,barcelona_andreas_christensen.jpg,La Liga,Spania,
barcelona_eric_garcia,barcelona,Barcelona,barcelona.png,24,Eric Garcia,Centre-Back,"Jan 9, 2001 (24)",Spain,€15.00m,barcelona_eric_garcia.jpg,La Liga,Spania,
