PlayerID,TeamID,Team,TeamLogo,Number,Name,Position,Age,Nationality,Market Value,Image,Scor
fc_universitatea_cluj_andrej_fabry,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,-,Andrej Fabry,Attacking Midfield,"Mar 1, 1997 (27)",Slovakia,€600k,fc_universitatea_cluj_andrej_fabry.png,3
fc_universitatea_cluj_issouf_macalou,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,-,Issouf Macalou,Right Winger,"Dec 27, 1998 (26)",Cote d'Ivoire,€200k,fc_universitatea_cluj_issouf_macalou.jpg,3
fc_universitatea_cluj_mamadou_thiam,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,93,Mamadou Thiam,Second Striker,"Mar 20, 1995 (29)",Senegal,€900k,fc_universitatea_cluj_mamadou_thiam.png,4
fc_universitatea_cluj_vladislav_blanuta,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,77,Vladislav Blanuta,Centre-Forward,"Jan 12, 2002 (23)",Romania,€1.30m,fc_universitatea_cluj_vladislav_blanuta.png,4
fc_universitatea_cluj_artur_miranyan,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,11,Artur Miranyan,Centre-Forward,"Dec 27, 1995 (29)",Armenia,€500k,fc_universitatea_cluj_artur_miranyan.png,3
fc_universitatea_cluj_adel_bettaieb,fc_universitatea_cluj,FC Universitatea Cluj,fc_universitatea_cluj.png,9,Adel Bettaieb,Centre-Forward,"Jan 28, 1997 (28)",Tunisia,€300k,fc_universitatea_cluj_adel_bettaieb.png,2
sepsi_osk_sf._gheorghe_roland_niczuly,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,33,Roland Niczuly,Goalkeeper,"Sep 21, 1995 (29)",Romania,€1.00m,sepsi_osk_sf._gheorghe_roland_niczuly.png,3
sepsi_osk_sf._gheorghe_szilard_gyenge,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,31,Szilard Gyenge,Goalkeeper,"Feb 11, 2001 (24)",Romania,€250k,sepsi_osk_sf._gheorghe_szilard_gyenge.png,3
sepsi_osk_sf._gheorghe_branislav_ninaj,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,82,Branislav Ninaj,Centre-Back,"May 17, 1994 (30)",Slovakia,€850k,sepsi_osk_sf._gheorghe_branislav_ninaj.png,3
sepsi_osk_sf._gheorghe_denis_harut,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,4,Denis Harut,Centre-Back,"Feb 25, 1999 (25)",Romania,€600k,sepsi_osk_sf._gheorghe_denis_harut.png,3
sepsi_osk_sf._gheorghe_matej_simic,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,24,Matej Simic,Centre-Back,"Nov 29, 1995 (29)",Croatia,€500k,sepsi_osk_sf._gheorghe_matej_simic.png,3
sepsi_osk_sf._gheorghe_andres_dumitrescu,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,2,Andres Dumitrescu,Left-Back,"Mar 11, 2001 (23)",Romania,€900k,sepsi_osk_sf._gheorghe_andres_dumitrescu.png,3
sepsi_osk_sf._gheorghe_florin_stefan,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,3,Florin Stefan,Left-Back,"May 9, 1996 (28)",Romania,€900k,sepsi_osk_sf._gheorghe_florin_stefan.png,3
sepsi_osk_sf._gheorghe_bogdan_otelita,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,25,Bogdan Otelita,Right-Back,"Aug 12, 2002 (22)",Romania,€550k,sepsi_osk_sf._gheorghe_bogdan_otelita.png,3
sepsi_osk_sf._gheorghe_darius_oroian,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,17,Darius Oroian,Right-Back,"Aug 1, 2003 (21)",Romania,€250k,sepsi_osk_sf._gheorghe_darius_oroian.png,3
sepsi_osk_sf._gheorghe_nicolae_paun,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,-,Nicolae Paun,Defensive Midfield,"Jan 19, 1999 (26)",Romania,€850k,sepsi_osk_sf._gheorghe_nicolae_paun.png,3
sepsi_osk_sf._gheorghe_sota_mino,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,5,Sota Mino,Central Midfield,"Oct 20, 1994 (30)",Japan,€800k,sepsi_osk_sf._gheorghe_sota_mino.png,3
sepsi_osk_sf._gheorghe_dino_skorup,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,8,Dino Skorup,Central Midfield,"Oct 4, 1999 (25)",Croatia,€450k,sepsi_osk_sf._gheorghe_dino_skorup.jpg,2
sepsi_osk_sf._gheorghe_sherif_kallaku,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,59,Sherif Kallaku,Attacking Midfield,"Mar 1, 1998 (26)",Albania,€800k,sepsi_osk_sf._gheorghe_sherif_kallaku.png,3
sepsi_osk_sf._gheorghe_cosmin_matei,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,10,Cosmin Matei,Attacking Midfield,"Sep 30, 1991 (33)",Romania,€400k,sepsi_osk_sf._gheorghe_cosmin_matei.png,3
sepsi_osk_sf._gheorghe_omar_el_sawy,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,7,Omar El Sawy,Attacking Midfield,"Mar 16, 2004 (20)",Romania,€250k,sepsi_osk_sf._gheorghe_omar_el_sawy.png,3
sepsi_osk_sf._gheorghe_marian_draghiceanu,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,20,Marian Draghiceanu,Attacking Midfield,"Jul 7, 1999 (25)",Romania,€200k,sepsi_osk_sf._gheorghe_marian_draghiceanu.png,3
sepsi_osk_sf._gheorghe_mihajlo_neskovic,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,77,Mihajlo Neskovic,Left Winger,"Feb 9, 2000 (25)",Serbia,€650k,sepsi_osk_sf._gheorghe_mihajlo_neskovic.png,3
sepsi_osk_sf._gheorghe_sebastian_mailat,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,26,Sebastian Mailat,Left Winger,"Dec 12, 1997 (27)",Romania,€450k,sepsi_osk_sf._gheorghe_sebastian_mailat.png,3
sepsi_osk_sf._gheorghe_raul_cimpean,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,6,Raul Cimpean,Right Winger,"Oct 9, 2005 (19)",Romania,€50k,sepsi_osk_sf._gheorghe_raul_cimpean.jpg,3
sepsi_osk_sf._gheorghe_gabriel_debeljuh,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,22,Gabriel Debeljuh,Centre-Forward,"Sep 28, 1996 (28)",Croatia,€850k,sepsi_osk_sf._gheorghe_gabriel_debeljuh.png,3
sepsi_osk_sf._gheorghe_marius_coman,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,9,Marius Coman,Centre-Forward,"Jul 31, 1996 (28)",Romania,€550k,sepsi_osk_sf._gheorghe_marius_coman.png,3
sepsi_osk_sf._gheorghe_dimitri_oberlin,sepsi_osk_sf._gheorghe,Sepsi OSK Sf. Gheorghe,sepsi_osk_sf._gheorghe.png,11,Dimitri Oberlin,Centre-Forward,"Sep 27, 1997 (27)",Switzerland,€450k,sepsi_osk_sf._gheorghe_dimitri_oberlin.png,3
fc_dinamo_1948_adnan_golubovic,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,1,Adnan Golubovic,Goalkeeper,"Jul 22, 1995 (29)",Slovenia,€700k,fc_dinamo_1948_adnan_golubovic.png,3
fc_dinamo_1948_alexandru_rosca,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,73,Alexandru Rosca,Goalkeeper,"Nov 12, 2003 (21)",Romania,€450k,fc_dinamo_1948_alexandru_rosca.png,4
fc_dinamo_1948_kennedy_boateng,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,4,Kennedy Boateng,Centre-Back,"Nov 29, 1996 (28)",Togo,€900k,fc_dinamo_1948_kennedy_boateng.png,3
fc_dinamo_1948_josue_homawoo,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,28,Josue Homawoo,Centre-Back,"Nov 12, 1997 (27)",Togo,€800k,fc_dinamo_1948_josue_homawoo.png,3
fc_dinamo_1948_cristian_licsandru,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,6,Cristian Licsandru,Centre-Back,"Mar 27, 2003 (21)",Romania,€250k,fc_dinamo_1948_cristian_licsandru.png,2
fc_dinamo_1948_razvan_pascalau,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,5,Razvan Pascalau,Centre-Back,"May 5, 2004 (20)",Romania,€50k,fc_dinamo_1948_razvan_pascalau.png,3
fc_dinamo_1948_razvan_patriche,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,23,Razvan Patriche,Centre-Back,"Apr 29, 1986 (38)",Romania,€50k,fc_dinamo_1948_razvan_patriche.png,4
fc_dinamo_1948_raul_oprut,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,3,Raul Oprut,Left-Back,"Jan 4, 1998 (27)",Romania,€900k,fc_dinamo_1948_raul_oprut.png,3
fc_dinamo_1948_antonio_luna,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,80,Antonio Luna,Left-Back,"Mar 17, 1991 (33)",Spain,€150k,fc_dinamo_1948_antonio_luna.jpg,1
fc_dinamo_1948_maxime_sivis,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,27,Maxime Sivis,Right-Back,"Apr 1, 1998 (26)",France,€700k,fc_dinamo_1948_maxime_sivis.png,2
fc_dinamo_1948_cristian_costin,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,98,Cristian Costin,Right-Back,"Jun 17, 1998 (26)",Romania,€550k,fc_dinamo_1948_cristian_costin.png,3
fc_dinamo_1948_eddy_gnahore,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,8,Eddy Gnahore,Defensive Midfield,"Nov 14, 1993 (31)",France,€750k,fc_dinamo_1948_eddy_gnahore.png,3
fc_dinamo_1948_andrei_marginean,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,90,Andrei Marginean,Defensive Midfield,"Jul 3, 2001 (23)",Romania,€250k,fc_dinamo_1948_andrei_marginean.png,3
fc_dinamo_1948_catalin_cirjan,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,10,Catalin Cirjan,Central Midfield,"Dec 1, 2002 (22)",Romania,€1.20m,fc_dinamo_1948_catalin_cirjan.png,4
fc_dinamo_1948_georgi_milanov,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,17,Georgi Milanov,Central Midfield,"Feb 19, 1992 (32)",Bulgaria,€550k,fc_dinamo_1948_georgi_milanov.png,3
fc_dinamo_1948_patrick_olsen,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,33,Patrick Olsen,Attacking Midfield,"Apr 23, 1994 (30)",Denmark,€700k,fc_dinamo_1948_patrick_olsen.png,3
fc_dinamo_1948_dennis_politic,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,7,Dennis Politic,Left Winger,"Mar 5, 2000 (24)",Romania,€1.20m,fc_dinamo_1948_dennis_politic.png,4
fc_dinamo_1948_adrian_caragea,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,24,Adrian Caragea,Left Winger,"Sep 7, 2005 (19)",Romania,€150k,fc_dinamo_1948_adrian_caragea.png,2
fc_dinamo_1948_hakim_abdallah,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,19,Hakim Abdallah,Right Winger,"Jan 9, 1998 (27)",Madagascar,€700k,fc_dinamo_1948_hakim_abdallah.png,3
fc_dinamo_1948_antonio_bordusanu,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,20,Antonio Bordusanu,Right Winger,"Aug 10, 2004 (20)",Romania,€300k,fc_dinamo_1948_antonio_bordusanu.png,2
fc_dinamo_1948_astrit_selmani,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,9,Astrit Selmani,Centre-Forward,"May 13, 1997 (27)",Kosovo,€1.20m,fc_dinamo_1948_astrit_selmani.png,4
fc_dinamo_1948_alexandru_pop,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,99,Alexandru Pop,Centre-Forward,"Feb 1, 2000 (25)",Romania,€1.20m,fc_dinamo_1948_alexandru_pop.png,3
fc_dinamo_1948_stipe_perica,fc_dinamo_1948,FC Dinamo 1948,fc_dinamo_1948.png,18,Stipe Perica,Centre-Forward,"Jul 7, 1995 (29)",Croatia,€300k,fc_dinamo_1948_stipe_perica.png,3
fcv_farul_constanta_alexandru_buzbuchi,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,1,Alexandru Buzbuchi,Goalkeeper,"Oct 31, 1993 (31)",Romania,€700k,fcv_farul_constanta_alexandru_buzbuchi.png,3
fcv_farul_constanta_stefan_musat,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,-,Stefan Musat,Goalkeeper,"Jan 17, 2001 (24)",Romania,€25k,fcv_farul_constanta_stefan_musat.png,2
fcv_farul_constanta_gustavo_marins,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,4,Gustavo Marins,Centre-Back,"Feb 11, 2002 (23)",Brazil,€650k,fcv_farul_constanta_gustavo_marins.png,3
fcv_farul_constanta_mihai_balasa,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,44,Mihai Balasa,Centre-Back,"Jan 14, 1995 (30)",Romania,€500k,fcv_farul_constanta_mihai_balasa.png,3
fcv_farul_constanta_bogdan_tiru,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,5,Bogdan Tiru,Centre-Back,"Mar 15, 1994 (30)",Romania,€200k,fcv_farul_constanta_bogdan_tiru.jpg,3
fcv_farul_constanta_gabriel_danuleasa,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,15,Gabriel Danuleasa,Centre-Back,"May 8, 2003 (21)",Romania,€200k,fcv_farul_constanta_gabriel_danuleasa.png,3
fcv_farul_constanta_ionut_larie,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,17,Ionut Larie,Centre-Back,"Jan 16, 1987 (38)",Romania,€100k,fcv_farul_constanta_ionut_larie.png,3
fcv_farul_constanta_joao_ferreira,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,-,Joao Ferreira,Centre-Back,"Aug 5, 2005 (19)",Brazil,-,fcv_farul_constanta_joao_ferreira.jpg,2
fcv_farul_constanta_cristian_ganea,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,11,Cristian Ganea,Left-Back,"May 24, 1992 (32)",Romania,€400k,fcv_farul_constanta_cristian_ganea.png,3
fcv_farul_constanta_dan_sirbu,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,22,Dan Sirbu,Right-Back,"Apr 22, 2003 (21)",Romania,€700k,fcv_farul_constanta_dan_sirbu.png,3
fcv_farul_constanta_ionut_cercel,fcsb,FCSB,fcsb.png,-,Ionut Cercel,Right-Back,"Nov 14, 2006 (18)",Romania,€200k,fcv_farul_constanta_ionut_cercel.png,3
fcv_farul_constanta_victor_dican,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,6,Victor Dican,Defensive Midfield,"Oct 11, 2000 (24)",Romania,€750k,fcv_farul_constanta_victor_dican.png,2
fcv_farul_constanta_dragos_nedelcu,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,14,Dragos Nedelcu,Defensive Midfield,"Feb 16, 1997 (27)",Romania,€500k,fcv_farul_constanta_dragos_nedelcu.png,3
fcv_farul_constanta_nicolas_popescu,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,80,Nicolas Popescu,Defensive Midfield,"Jan 2, 2003 (22)",Romania,€200k,fcv_farul_constanta_nicolas_popescu.png,3
fcv_farul_constanta_ionut_vina,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,8,Ionut Vina,Central Midfield,"Feb 20, 1995 (29)",Romania,€700k,fcv_farul_constanta_ionut_vina.png,2
fcv_farul_constanta_carlo_casap,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,23,Carlo Casap,Central Midfield,"Dec 29, 1998 (26)",Romania,€300k,fcv_farul_constanta_carlo_casap.png,2
fcv_farul_constanta_andrei_ciobanu,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,77,Andrei Ciobanu,Central Midfield,"Jan 18, 1998 (27)",Romania,€250k,fcv_farul_constanta_andrei_ciobanu.png,3
fcv_farul_constanta_eduard_radaslavescu,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,20,Eduard Radaslavescu,Attacking Midfield,"Jul 30, 2004 (20)",Romania,€550k,fcv_farul_constanta_eduard_radaslavescu.png,4
fcv_farul_constanta_ionut_cojocaru,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,27,Ionut Cojocaru,Left Winger,"Jul 28, 2003 (21)",Romania,€200k,fcv_farul_constanta_ionut_cojocaru.png,2
fcv_farul_constanta_narek_grigoryan,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,30,Narek Grigoryan,Right Winger,"Jun 17, 2001 (23)",Armenia,€700k,fcv_farul_constanta_narek_grigoryan.png,3
fcv_farul_constanta_denis_alibec,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,7,Denis Alibec,Centre-Forward,"Jan 5, 1991 (34)",Romania,€700k,fcv_farul_constanta_denis_alibec.png,4
fcv_farul_constanta_gabriel_iancu,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,10,Gabriel Iancu,Centre-Forward,"Apr 15, 1994 (30)",Romania,€550k,fcv_farul_constanta_gabriel_iancu.png,3
fcv_farul_constanta_isaque_ferreira,fcv_farul_constanta,FCV Farul Constanta,fcv_farul_constanta.png,-,Isaque Ferreira,Centre-Forward,"Sep 13, 2006 (18)",Brazil,-,fcv_farul_constanta_isaque_ferreira.jpg,1
petrolul_ploiesti_oscar_linner,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,34,Oscar Linner,Goalkeeper,"Feb 23, 1997 (27)",Sweden,€200k,petrolul_ploiesti_oscar_linner.jpg,2
petrolul_ploiesti_raul_balbarau,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,1,Raul Balbarau,Goalkeeper,"Apr 7, 2001 (23)",Romania,€50k,petrolul_ploiesti_raul_balbarau.png,1
petrolul_ploiesti_marian_huja,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,2,Marian Huja,Centre-Back,"Aug 5, 1999 (25)",Portugal,€1.20m,petrolul_ploiesti_marian_huja.png,2
petrolul_ploiesti_paul_papp,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,4,Paul Papp,Centre-Back,"Nov 11, 1989 (35)",Romania,€350k,petrolul_ploiesti_paul_papp.png,3
petrolul_ploiesti_yohan_roche,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,69,Yohan Roche,Centre-Back,"Jul 7, 1997 (27)",Benin,€250k,petrolul_ploiesti_yohan_roche.png,2
petrolul_ploiesti_valentin_ticu,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,5,Valentin Ticu,Left-Back,"Sep 19, 2000 (24)",Romania,€700k,petrolul_ploiesti_valentin_ticu.png,2
petrolul_ploiesti_ioan_tolea,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,30,Ioan Tolea,Left-Back,"May 11, 2003 (21)",Romania,€150k,petrolul_ploiesti_ioan_tolea.png,2
petrolul_ploiesti_bogdan_marian,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,64,Bogdan Marian,Left-Back,"Dec 4, 2004 (20)",Romania,-,petrolul_ploiesti_bogdan_marian.jpg,2
petrolul_ploiesti_ricardinho,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,24,Ricardinho,Right-Back,"Mar 24, 1994 (30)",Portugal,€650k,petrolul_ploiesti_ricardinho.png,2
petrolul_ploiesti_denis_radu,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,22,Denis Radu,Right-Back,"Mar 25, 2003 (21)",Romania,€400k,petrolul_ploiesti_denis_radu.png,2
petrolul_ploiesti_kilian_ludewig,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,-,Kilian Ludewig,Right-Back,"Mar 5, 2000 (24)",Germany,€300k,petrolul_ploiesti_kilian_ludewig.jpg,1
petrolul_ploiesti_tommi_jyry,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,6,Tommi Jyry,Central Midfield,"Aug 16, 1999 (25)",Finland,€650k,petrolul_ploiesti_tommi_jyry.png,3
petrolul_ploiesti_tidiane_keita,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,23,Tidiane Keita,Central Midfield,"Sep 18, 1996 (28)",France,€650k,petrolul_ploiesti_tidiane_keita.png,2
petrolul_ploiesti_lucian_dumitriu,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,44,Lucian Dumitriu,Central Midfield,"Sep 21, 1992 (32)",Romania,€350k,petrolul_ploiesti_lucian_dumitriu.png,2
petrolul_ploiesti_alexandru_mateiu,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,8,Alexandru Mateiu,Central Midfield,"Dec 10, 1989 (35)",Romania,€300k,petrolul_ploiesti_alexandru_mateiu.png,3
petrolul_ploiesti_david_paraschiv,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,21,David Paraschiv,Central Midfield,"Sep 28, 2006 (18)",Romania,€25k,petrolul_ploiesti_david_paraschiv.png,2
petrolul_ploiesti_sergiu_hanca,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,20,Sergiu Hanca,Right Midfield,"Apr 4, 1992 (32)",Romania,€350k,petrolul_ploiesti_sergiu_hanca.png,3
petrolul_ploiesti_mario_bratu,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,10,Mario Bratu,Right Midfield,"Jun 7, 2002 (22)",Romania,€300k,petrolul_ploiesti_mario_bratu.png,2
petrolul_ploiesti_gheorghe_grozav,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,7,Gheorghe Grozav,Left Winger,"Sep 29, 1990 (34)",Romania,€450k,petrolul_ploiesti_gheorghe_grozav.png,4
petrolul_ploiesti_valentin_gheorghe,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,11,Valentin Gheorghe,Left Winger,"Feb 14, 1997 (27)",Romania,€450k,petrolul_ploiesti_valentin_gheorghe.png,2
petrolul_ploiesti_mihnea_radulescu,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,17,Mihnea Radulescu,Right Winger,"Sep 17, 2005 (19)",Romania,€550k,petrolul_ploiesti_mihnea_radulescu.png,3
petrolul_ploiesti_nana_akosah-bempah,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,14,Nana Akosah-Bempah,Centre-Forward,"Aug 29, 1997 (27)",United States,€300k,petrolul_ploiesti_nana_akosah-bempah.png,2
petrolul_ploiesti_christian_irobiso,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,9,Christian Irobiso,Centre-Forward,"May 28, 1993 (31)",Nigeria,€200k,petrolul_ploiesti_christian_irobiso.png,2
petrolul_ploiesti_ali_demirel,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,77,Ali Demirel,Centre-Forward,"Jan 2, 2003 (22)",Türkiye,€50k,petrolul_ploiesti_ali_demirel.jpg,2
petrolul_ploiesti_iustin_raducan,petrolul_ploiesti,Petrolul Ploiesti,petrolul_ploiesti.png,90,Iustin Raducan,Centre-Forward,"Jul 20, 2005 (19)",Romania,€25k,petrolul_ploiesti_iustin_raducan.png,2
fc_hermannstadt_catalin_cabuz,fc_hermannstadt,FC Hermannstadt,fc_hermannstadt.png,25,Catalin Cabuz,Goalkeeper,"Jun 18, 1996 (28)",Romania,€900k,fc_hermannstadt_catalin_cabuz.png,2
fc_hermannstadt_florin_bejan,fc_hermannstadt,FC Hermannstadt,fc_hermannstadt.png,5,Florin Bejan,Centre-Back,"Mar 28, 1991 (33)",Romania,€200k,fc_hermannstadt_florin_bejan.png,2
fc_hermannstadt_vahid_selimovic,fc_hermannstadt,FC Hermannstadt,fc_hermannstadt.png,2,Vahid Selimovic,Centre-Back,"Apr 3, 1997 (27)",Luxembourg,€150k,fc_hermannstadt_vahid_selimovic.jpg,2
fc_hermannstadt_ionut_stoica,fc_hermannstadt,FC Hermannstadt,fc_hermannstadt.png,4,Ionut Stoica,Centre-Back,"Jan 6, 1988 (37)",Romania,€150k,fc_hermannstadt_ionut_stoica.png,2
fc_hermannstadt_valerica_gaman,fc_hermannstadt,FC Hermannstadt,fc_hermannstadt.png,27,Valerica Gaman,Centre-Back,"Feb 25, 1989 (35)",Romania,€150k,fc_hermannstadt_valerica_gaman.png,2
fc_hermannstadt_tiago_goncalves,fc_hermannstadt,FC Hermannstadt,fc_hermannstadt.png,15,Tiago Goncalves,Left-Back,"Aug 18, 2000 (24)",Portugal,€450k,fc_hermannstadt_tiago_goncalves.png,2
fc_hermannstadt_tiberiu_capusa,fc_hermannstadt,FC Hermannstadt,fc_hermannstadt.png,66,Tiberiu Capusa,Right-Back,"Apr 6, 1998 (26)",Romania,€550k,fc_hermannstadt_tiberiu_capusa.png,2
fc_hermannstadt_alexandru_oroian,fc_hermannstadt,FC Hermannstadt,fc_hermannstadt.png,51,Alexandru Oroian,Right-Back,"Jan 27, 2001 (24)",Romania,€450k,fc_hermannstadt_alexandru_oroian.png,2
fc_hermannstadt_nana_antwi,fc_hermannstadt,FC Hermannstadt,fc_hermannstadt.png,30,Nana Antwi,Right-Back,"Aug 10, 2000 (24)",Ghana,€350k,fc_hermannstadt_nana_antwi.png,3
fc_hermannstadt_alessandro_murgia,fc_hermannstadt,FC Hermannstadt,fc_hermannstadt.png,8,Alessandro Murgia,Central Midfield,"Aug 9, 1996 (28)",Italy,€700k,fc_hermannstadt_alessandro_murgia.png,2
fc_hermannstadt_antoni_ivanov,fc_hermannstadt,FC Hermannstadt,fc_hermannstadt.png,24,Antoni Ivanov,Central Midfield,"Sep 11, 1995 (29)",Bulgaria,€550k,fc_hermannstadt_antoni_ivanov.png,2
